User,Email,Client,Project,Task,Description,Billable,Start date,Start time,End date,End time,Duration,Tags,Amount ()
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-03,19:13:22,2022-03-03,19:33:22,0:20:00,,$3.33
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-03,19:40:08,2022-03-03,19:40:14,0:00:06,,$0.02
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-03,20:18:17,2022-03-03,21:42:53,1:24:36,,$14.10
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,10:03:28,2022-03-04,10:32:12,0:28:44,,$4.79
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,10:47:14,2022-03-04,11:23:57,0:36:43,,$6.12
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,11:29:28,2022-03-04,12:33:09,1:03:41,,$10.61
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,14:50:05,2022-03-04,15:09:47,0:19:42,,$3.28
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,15:24:50,2022-03-04,15:31:22,0:06:32,,$1.09
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-04,15:40:16,2022-03-04,19:14:37,3:34:21,,$35.73
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-06,18:40:47,2022-03-06,19:45:48,1:05:01,,$10.84
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-06,20:18:56,2022-03-06,20:59:00,0:40:04,,$6.68
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-06,21:36:07,2022-03-06,21:39:56,0:03:49,,$0.64
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,11:38:15,2022-03-07,11:38:57,0:00:42,,$0.12
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,12:31:10,2022-03-07,12:52:30,0:21:20,,$3.56
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,13:17:34,2022-03-07,13:56:25,0:38:51,,$6.48
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,14:02:25,2022-03-07,14:23:05,0:20:40,,$3.44
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,15:58:07,2022-03-07,17:45:36,1:47:29,,$17.91
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-07,18:02:44,2022-03-07,19:53:10,1:50:26,,$18.41
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-08,8:25:58,2022-03-08,8:49:48,0:23:50,,$3.97
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-08,9:14:30,2022-03-08,10:34:47,1:20:17,,$13.38
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-08,10:45:56,2022-03-08,13:41:59,2:56:03,,$29.34
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-08,13:47:20,2022-03-08,14:31:45,0:44:25,,$7.40
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-08,14:52:04,2022-03-08,14:54:37,0:02:33,,$0.43
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,15:29:32,2022-03-08,15:30:18,0:00:46,Platform/Magento,$0.13
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,15:31:54,2022-03-08,16:48:03,1:16:09,Platform/Magento,$12.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,16:54:35,2022-03-08,16:54:49,0:00:14,Platform/Magento,$0.04
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,17:07:14,2022-03-08,17:11:34,0:04:20,Platform/Magento,$0.72
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,17:23:24,2022-03-08,17:34:02,0:10:38,Platform/Magento,$1.77
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,18:11:27,2022-03-08,18:35:43,0:24:16,Platform/Magento,$4.04
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-08,18:45:49,2022-03-08,20:06:54,1:21:05,Platform/Magento,$13.51
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,8:45:11,2022-03-09,9:15:27,0:30:16,Platform/Magento,$5.04
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,10:23:27,2022-03-09,10:30:37,0:07:10,Platform/Magento,$1.19
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,10:39:57,2022-03-09,11:13:02,0:33:05,Platform/Magento,$5.51
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,11:27:22,2022-03-09,12:14:54,0:47:32,Platform/Magento,$7.92
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,12:39:56,2022-03-09,13:31:53,0:51:57,Platform/Magento,$8.66
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,13:35:13,2022-03-09,15:30:16,1:55:03,Platform/Magento,$19.18
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-09,16:26:29,2022-03-09,18:15:07,1:48:38,Platform/Magento,$18.11
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,18:30:11,2022-03-09,18:30:17,0:00:06,,$0.02
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,18:30:34,2022-03-09,18:54:49,0:24:15,,$4.04
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,19:10:08,2022-03-09,19:14:30,0:04:22,,$0.73
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,19:47:58,2022-03-09,20:00:25,0:12:27,,$2.08
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,20:33:34,2022-03-09,20:50:16,0:16:42,,$2.78
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-09,20:52:53,2022-03-09,23:58:11,3:05:18,,$30.88
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,8:24:13,2022-03-10,8:32:41,0:08:28,,$1.41
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,9:05:17,2022-03-10,9:39:25,0:34:08,,$5.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,9:39:54,2022-03-10,10:02:35,0:22:41,,$3.78
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,14:40:59,2022-03-10,16:34:29,1:53:30,,$18.92
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,16:44:32,2022-03-10,19:51:28,3:06:56,,$31.16
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-10,19:51:36,2022-03-10,20:02:35,0:10:59,,$1.83
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-11,8:33:35,2022-03-11,8:35:33,0:01:58,,$0.33
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-11,8:41:43,2022-03-11,9:14:51,0:33:08,,$5.52
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-11,9:24:44,2022-03-11,9:34:30,0:09:46,,$1.63
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-11,10:00:52,2022-03-11,12:50:24,2:49:32,,$28.26
Steve Jones,steve.jones@gmail.com,,Recipebook,,UI/UX Research and Design,No,2022-03-12,17:11:44,2022-03-12,17:37:49,0:26:05,,$4.35
Steve Jones,steve.jones@gmail.com,,Recipebook,,UI/UX Research and Design,No,2022-03-12,17:46:37,2022-03-12,18:22:23,0:35:46,,$5.96
Steve Jones,steve.jones@gmail.com,,Recipebook,,UI/UX Research and Design,No,2022-03-12,18:29:07,2022-03-12,18:33:44,0:04:37,,$0.77
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Variants Extractor,No,2022-03-14,9:24:23,2022-03-14,9:49:05,0:24:42,Platform/Magento,$4.12
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Guiseppe Zanotti,No,2022-03-14,9:49:06,2022-03-14,11:30:20,1:41:14,Extractors/Variants Pipeline,$16.87
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Guiseppe Zanotti,No,2022-03-14,11:55:37,2022-03-14,11:59:03,0:03:26,Extractors/Variants Pipeline,$0.57
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Guiseppe Zanotti,No,2022-03-14,12:06:15,2022-03-14,12:30:52,0:24:37,Extractors/Variants Pipeline,$4.10
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Guiseppe Zanotti,No,2022-03-14,13:01:57,2022-03-14,13:30:37,0:28:40,Extractors/Variants Pipeline,$4.78
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento PWA Variants Extractor,No,2022-03-14,13:50:46,2022-03-14,14:50:34,0:59:48,Platform/Magento,$9.97
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento PWA Variants Extractor,No,2022-03-14,16:03:08,2022-03-14,16:12:38,0:09:30,Platform/Magento,$1.58
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-14,16:17:41,2022-03-14,17:30:20,1:12:39,,$12.11
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-14,18:10:20,2022-03-14,18:42:41,0:32:21,,$5.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-14,18:42:43,2022-03-14,19:30:06,0:47:23,,$7.90
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-15,10:07:36,2022-03-15,10:45:36,0:38:00,,$6.33
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-15,16:41:38,2022-03-15,17:30:03,0:48:25,,$8.07
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-15,17:46:41,2022-03-15,18:58:35,1:11:54,,$11.98
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Setting up the Macbook,No,2022-03-16,8:45:50,2022-03-16,10:39:50,1:54:00,,$19.00
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Recrawling Flexispot,No,2022-03-16,10:39:48,2022-03-16,11:02:48,0:23:00,Platform/Magento,$3.83
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-16,11:03:03,2022-03-16,12:35:04,1:32:01,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$15.34
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-16,14:12:53,2022-03-16,14:45:56,0:33:03,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$5.51
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-16,15:28:32,2022-03-16,16:16:43,0:48:11,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$8.03
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-16,16:35:36,2022-03-16,18:53:28,2:17:52,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$22.98
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-17,8:58:53,2022-03-17,9:03:07,0:04:14,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$0.71
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-17,9:13:09,2022-03-17,12:40:35,3:27:26,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$34.57
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-17,14:30:34,2022-03-17,14:41:02,0:10:28,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$1.74
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-17,15:02:07,2022-03-17,15:36:57,0:34:50,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$5.81
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Nyx Cosmetics,No,2022-03-17,15:37:00,2022-03-17,15:42:03,0:05:03,Platform/Demandware Linkgen,$0.84
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Nyx Cosmetics,No,2022-03-17,16:00:58,2022-03-17,17:11:24,1:10:26,Platform/Demandware Linkgen,$11.74
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-17,17:11:28,2022-03-17,17:54:46,0:43:18,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$7.22
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-03-17,17:56:55,2022-03-17,18:08:48,0:11:53,Extractors/Platform/Shopify,$1.98
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-17,18:08:51,2022-03-17,18:49:43,0:40:52,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$6.81
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,8:08:20,2022-03-18,8:29:35,0:21:15,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$3.54
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,8:51:01,2022-03-18,10:08:10,1:17:09,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$12.86
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,10:15:45,2022-03-18,12:42:40,2:26:55,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$24.49
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-18,13:21:00,2022-03-18,13:34:03,0:13:03,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$2.18
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,13:34:03,2022-03-18,13:48:45,0:14:42,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$2.45
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-18,13:58:26,2022-03-18,14:08:34,0:10:08,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$1.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,14:08:34,2022-03-18,14:20:00,0:11:26,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$1.91
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-18,14:20:00,2022-03-18,14:53:01,0:33:01,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$5.50
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-18,15:19:48,2022-03-18,15:25:25,0:05:37,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$0.94
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,15:25:25,2022-03-18,16:03:37,0:38:12,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$6.37
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oakley,No,2022-03-18,16:14:27,2022-03-18,16:16:00,0:01:33,"Extractors/Complexity/Complex, Extractors/Extractor, Extractors/Variants Pipeline, GitHub",$0.26
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,16:16:00,2022-03-18,16:48:20,0:32:20,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$5.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-03-18,17:00:53,2022-03-18,17:55:36,0:54:43,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$9.12
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-03-18,17:57:34,2022-03-18,18:13:26,0:15:52,,$2.64
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Estee Lauder,No,2022-03-19,10:26:27,2022-03-19,10:31:46,0:05:19,Extractors/Variants Pipeline,$0.89
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Estee Lauder,No,2022-03-19,10:38:13,2022-03-19,11:07:18,0:29:05,Extractors/Variants Pipeline,$4.85
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Estee Lauder,No,2022-03-19,11:12:45,2022-03-19,12:25:18,1:12:33,Extractors/Variants Pipeline,$12.09
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,14:29:34,2022-03-19,15:07:42,0:38:08,,$6.36
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,19:00:10,2022-03-19,19:15:54,0:15:44,,$2.62
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,20:04:21,2022-03-19,20:13:11,0:08:50,,$1.47
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,20:30:49,2022-03-19,20:53:09,0:22:20,,$3.72
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,21:39:46,2022-03-19,21:48:00,0:08:14,,$1.37
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-19,21:59:53,2022-03-19,22:31:56,0:32:03,,$5.34
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipebook Project Setup,No,2022-03-20,12:51:29,2022-03-20,13:38:28,0:46:59,,$7.83
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipe Data Schema,No,2022-03-20,13:38:59,2022-03-20,13:55:03,0:16:04,,$2.68
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipe Data Schema,No,2022-03-20,14:45:23,2022-03-20,15:50:45,1:05:22,,$10.89
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipe Data Schema,No,2022-03-20,16:36:42,2022-03-20,17:35:52,0:59:10,,$9.86
Steve Jones,steve.jones@gmail.com,,Recipebook,,Recipe Data Schema,No,2022-03-20,18:01:49,2022-03-20,18:36:14,0:34:25,,$5.74
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,9:40:58,2022-03-21,10:40:59,1:00:01,Training,$10.00
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,10:57:41,2022-03-21,11:06:15,0:08:34,Training,$1.43
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,12:23:23,2022-03-21,12:46:36,0:23:13,Training,$3.87
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,13:04:38,2022-03-21,13:27:09,0:22:31,Training,$3.75
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,15:43:59,2022-03-21,16:00:43,0:16:44,Training,$2.79
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,16:10:42,2022-03-21,17:02:19,0:51:37,Training,$8.60
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,17:30:29,2022-03-21,17:42:19,0:11:50,Training,$1.97
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,18:47:37,2022-03-21,18:50:30,0:02:53,Training,$0.48
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,19:09:27,2022-03-21,20:16:55,1:07:28,Training,$11.24
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-21,20:29:16,2022-03-21,21:37:39,1:08:23,Training,$11.40
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-22,8:55:36,2022-03-22,10:39:50,1:44:14,Training,$17.37
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-22,10:40:09,2022-03-22,11:09:28,0:29:19,Training,$4.89
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-22,11:18:12,2022-03-22,11:25:20,0:07:08,Training,$1.19
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Learning the Variants Pipeline,No,2022-03-22,11:27:07,2022-03-22,11:48:17,0:21:10,Training,$3.53
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Addons Variants Extractor,No,2022-03-22,12:03:01,2022-03-22,14:45:12,2:42:11,Platform/Magento,$27.03
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Addons Variants Extractor,No,2022-03-22,15:54:51,2022-03-22,16:04:21,0:09:30,Platform/Magento,$1.58
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Configurable Variants Extractor,No,2022-03-22,16:04:30,2022-03-22,17:37:41,1:33:11,Platform/Magento,$15.53
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Configurable Variants Extractor,No,2022-03-22,17:46:42,2022-03-22,17:49:31,0:02:49,Platform/Magento,$0.47
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Configurable Variants Extractor,No,2022-03-22,18:21:50,2022-03-22,19:45:45,1:23:55,Platform/Magento,$13.99
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Magento Configurable Variants Extractor,No,2022-03-22,20:23:20,2022-03-22,21:01:29,0:38:09,Platform/Magento,$6.36
