Task ID,User,Email,Billable,Start Date,Start Time,End Date,End Time,Duration (h),Duration (decimal),Billable Rate (USD),Billable Amount (USD)
916453469600074,Dora Millward,dora.millward@gmail.com,No,02/12/2023,7:19:55,02/12/2023,7:20:03,0:00:08,0,0,0
200997916567398,Cissy Esparza,cissy.esparza@gmail.com,No,02/12/2023,6:50:00,02/12/2023,9:30:00,2:40:00,2.67,0,0
733511065123752,Dora Millward,dora.millward@gmail.com,No,02/12/2023,5:39:17,02/12/2023,5:43:22,0:04:05,0.07,0,0
862228024358826,Arron Wolf,arron.wolf@gmail.com,Yes,01/12/2023,21:51:42,01/12/2023,23:31:51,1:40:09,1.67,18,30.05
172213134615960,Cissy Esparza,cissy.esparza@gmail.com,No,01/12/2023,18:48:27,01/12/2023,20:37:35,1:49:08,1.82,0,0
557017006392190,Justina Evered,justina.evered@gmail.com,No,01/12/2023,17:24:00,01/12/2023,18:13:34,0:49:34,0.83,0,0
104485203070681,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,16:59:58,01/12/2023,17:31:03,0:31:05,0.52,0,0
168579568663902,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,16:45:18,01/12/2023,16:52:52,0:07:34,0.13,0,0
998746330085968,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,16:44:57,01/12/2023,16:45:07,0:00:10,0,0,0
452356041255617,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,16:34:00,01/12/2023,16:38:33,0:04:33,0.08,0,0
896001996050673,Dave Woodhams,dave.woodhams@gmail.com,Yes,01/12/2023,16:09:58,01/12/2023,17:58:06,1:48:08,1.8,32,57.67
671646482761727,Trista Coy,trista.coy@gmail.com,No,01/12/2023,16:09:16,01/12/2023,18:00:00,1:50:44,1.85,0,0
140398849465879,Justina Evered,justina.evered@gmail.com,No,01/12/2023,15:29:00,01/12/2023,16:35:03,1:06:03,1.1,0,0
996284395503443,Cissy Esparza,cissy.esparza@gmail.com,No,01/12/2023,15:10:00,01/12/2023,18:36:00,3:26:00,3.43,0,0
706734159416146,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,14:31:32,01/12/2023,16:32:00,2:00:28,2.01,0,0
357140053952960,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,13:50:48,01/12/2023,14:31:17,0:40:29,0.67,0,0
961179471210751,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,13:40:14,01/12/2023,13:50:44,0:10:30,0.18,0,0
338741804525314,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,13:28:21,01/12/2023,13:39:38,0:11:17,0.19,0,0
103000804498031,Trista Coy,trista.coy@gmail.com,No,01/12/2023,13:18:45,01/12/2023,15:46:10,2:27:25,2.46,0,0
499214392685238,Arron Wolf,arron.wolf@gmail.com,Yes,01/12/2023,12:57:12,01/12/2023,12:57:20,0:00:08,0,18,0.04
853104271264635,Dave Woodhams,dave.woodhams@gmail.com,Yes,01/12/2023,12:50:38,01/12/2023,16:09:55,3:19:17,3.32,32,106.28
101858640826822,Trista Coy,trista.coy@gmail.com,No,01/12/2023,12:43:37,01/12/2023,12:50:08,0:06:31,0.11,0,0
263889598643249,Dora Millward,dora.millward@gmail.com,No,01/12/2023,12:09:52,01/12/2023,13:06:44,0:56:52,0.95,0,0
604649720960527,Cissy Esparza,cissy.esparza@gmail.com,No,01/12/2023,11:53:00,01/12/2023,15:01:30,3:08:30,3.14,0,0
328549585325388,Mary Zambrano,mary.zambrano@gmail.com,Yes,01/12/2023,11:51:20,01/12/2023,17:34:44,5:43:24,5.72,25,143.08
794136425993552,Dave Woodhams,dave.woodhams@gmail.com,Yes,01/12/2023,11:39:51,01/12/2023,12:09:47,0:29:56,0.5,32,15.96
116315407289875,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,11:19:19,01/12/2023,12:58:06,1:38:47,1.65,0,0
237921599252333,Apolinar Benton,apolinar.benton@gmail.com,No,01/12/2023,11:18:51,01/12/2023,15:49:02,4:30:11,4.5,0,0
473239953372291,Dave Woodhams,dave.woodhams@gmail.com,Yes,01/12/2023,9:41:57,01/12/2023,11:39:47,1:57:50,1.96,32,62.84
417143082790221,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,9:38:29,01/12/2023,10:36:52,0:58:23,0.97,0,0
121261144489891,Cissy Esparza,cissy.esparza@gmail.com,No,01/12/2023,8:15:29,01/12/2023,11:52:54,3:37:25,3.62,0,0
747019629648197,Trista Coy,trista.coy@gmail.com,No,01/12/2023,7:56:41,01/12/2023,12:43:33,4:46:52,4.78,0,0
497142283621038,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,7:45:40,01/12/2023,9:35:08,1:49:28,1.82,0,0
192252343802508,Justina Evered,justina.evered@gmail.com,No,01/12/2023,7:36:51,01/12/2023,10:58:41,3:21:50,3.36,0,0
878403845829166,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,7:27:35,01/12/2023,7:45:27,0:17:52,0.3,0,0
385368219778026,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,7:20:00,01/12/2023,7:27:21,0:07:21,0.12,0,0
796806905427323,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,7:05:26,01/12/2023,7:20:00,0:14:34,0.24,0,0
393258496337002,Apolinar Benton,apolinar.benton@gmail.com,No,01/12/2023,7:00:04,01/12/2023,10:00:13,3:00:09,3,0,0
287910383877022,Arron Wolf,arron.wolf@gmail.com,Yes,01/12/2023,6:33:18,01/12/2023,13:00:00,6:26:42,6.45,18,116.01
791314490377426,Palmira Easom,palmira.easom@gmail.com,No,01/12/2023,6:17:56,01/12/2023,6:28:24,0:10:28,0.17,0,0
634590610083207,Ramona Sosa,ramona.sosa@gmail.com,No,01/12/2023,6:00:00,01/12/2023,14:04:46,8:04:46,8.08,0,0
669622569708463,Mary Zambrano,mary.zambrano@gmail.com,Yes,01/12/2023,5:06:57,01/12/2023,8:28:00,3:21:03,3.35,25,83.77
845394890068370,Dora Millward,dora.millward@gmail.com,No,01/12/2023,5:04:20,01/12/2023,7:25:48,2:21:28,2.36,0,0
343387363141223,Mitch Morris,mitch.morris@gmail.com,No,01/12/2023,4:40:00,01/12/2023,17:26:23,12:46:23,12.77,0,0
947716567037988,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,20:31:01,30/11/2023,20:50:11,0:19:10,0.32,0,0
384657406036136,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,19:43:48,30/11/2023,20:09:11,0:25:23,0.42,0,0
948861655690805,Arron Wolf,arron.wolf@gmail.com,Yes,30/11/2023,19:38:55,30/11/2023,23:08:51,3:29:56,3.5,18,62.98
756894646281073,Mitch Morris,mitch.morris@gmail.com,No,30/11/2023,18:53:53,30/11/2023,22:30:00,3:36:07,3.6,0,0
923269997477472,Mary Zambrano,mary.zambrano@gmail.com,Yes,30/11/2023,18:03:27,30/11/2023,18:11:53,0:08:26,0.14,25,3.51
973134573008799,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,16:40:32,30/11/2023,16:53:56,0:13:24,0.22,0,0
364914386110565,Arron Wolf,arron.wolf@gmail.com,Yes,30/11/2023,16:03:01,30/11/2023,17:47:47,1:44:46,1.75,18,31.43
325413407047693,Mary Zambrano,mary.zambrano@gmail.com,Yes,30/11/2023,15:15:14,30/11/2023,17:44:37,2:29:23,2.49,25,62.24
913998927056976,Trista Coy,trista.coy@gmail.com,No,30/11/2023,15:00:00,30/11/2023,18:21:22,3:21:22,3.36,0,0
943596997166595,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,14:00:19,30/11/2023,16:30:00,2:29:41,2.49,0,0
435594868070937,Justina Evered,justina.evered@gmail.com,No,30/11/2023,13:48:35,30/11/2023,15:25:53,1:37:18,1.62,0,0
139342479915721,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,13:40:40,30/11/2023,14:10:00,0:29:20,0.49,0,0
424182724621205,Cissy Esparza,cissy.esparza@gmail.com,No,30/11/2023,13:30:00,30/11/2023,18:42:04,5:12:04,5.2,0,0
712086848534244,Dave Woodhams,dave.woodhams@gmail.com,Yes,30/11/2023,13:13:24,30/11/2023,17:42:29,4:29:05,4.48,32,143.51
606920695871164,Dora Millward,dora.millward@gmail.com,No,30/11/2023,12:36:24,30/11/2023,15:27:59,2:51:35,2.86,0,0
532923546685100,Cissy Esparza,cissy.esparza@gmail.com,No,30/11/2023,11:55:00,30/11/2023,12:30:00,0:35:00,0.58,0,0
964851688437623,Dave Woodhams,dave.woodhams@gmail.com,Yes,30/11/2023,11:30:16,30/11/2023,12:20:23,0:50:07,0.84,32,26.73
856049007667389,Apolinar Benton,apolinar.benton@gmail.com,No,30/11/2023,11:11:17,30/11/2023,15:12:09,4:00:52,4.01,0,0
725524297808657,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,10:46:02,30/11/2023,12:23:44,1:37:42,1.63,0,0
221001375114497,Trista Coy,trista.coy@gmail.com,No,30/11/2023,10:14:56,30/11/2023,14:58:00,4:43:04,4.72,0,0
463284950959577,Justina Evered,justina.evered@gmail.com,No,30/11/2023,10:09:58,30/11/2023,11:16:49,1:06:51,1.11,0,0
619846434574736,Dave Woodhams,dave.woodhams@gmail.com,Yes,30/11/2023,9:11:22,30/11/2023,11:30:09,2:18:47,2.31,32,74.02
680752272129090,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,8:59:06,30/11/2023,9:55:32,0:56:26,0.94,0,0
487281216752779,Cissy Esparza,cissy.esparza@gmail.com,No,30/11/2023,8:09:35,30/11/2023,12:05:24,3:55:49,3.93,0,0
312983475900050,Arron Wolf,arron.wolf@gmail.com,Yes,30/11/2023,7:00:30,30/11/2023,12:06:02,5:05:32,5.09,18,91.66
786624224767806,Cissy Esparza,cissy.esparza@gmail.com,No,30/11/2023,6:41:49,30/11/2023,8:08:53,1:27:04,1.45,0,0
266165799951562,Mary Zambrano,mary.zambrano@gmail.com,Yes,30/11/2023,6:30:13,30/11/2023,14:14:00,7:43:47,7.73,25,193.24
976955395134965,Apolinar Benton,apolinar.benton@gmail.com,No,30/11/2023,6:26:15,30/11/2023,10:01:06,3:34:51,3.58,0,0
367209662626678,Ramona Sosa,ramona.sosa@gmail.com,No,30/11/2023,6:00:00,30/11/2023,15:14:37,9:14:37,9.24,0,0
755185180573434,Trista Coy,trista.coy@gmail.com,No,30/11/2023,5:30:00,30/11/2023,7:25:00,1:55:00,1.92,0,0
296590603403625,Mary Zambrano,mary.zambrano@gmail.com,Yes,30/11/2023,5:28:00,30/11/2023,6:29:52,1:01:52,1.03,25,25.78
728308972962258,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,5:25:33,30/11/2023,8:59:01,3:33:28,3.56,0,0
411704569785983,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,5:24:48,30/11/2023,5:24:57,0:00:09,0,0,0
625090232704637,Palmira Easom,palmira.easom@gmail.com,No,30/11/2023,5:05:13,30/11/2023,5:20:22,0:15:09,0.25,0,0
944696119703389,Mitch Morris,mitch.morris@gmail.com,No,30/11/2023,5:04:45,30/11/2023,16:59:11,11:54:26,11.91,0,0
750277626972695,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,20:28:55,29/11/2023,21:32:53,1:03:58,1.07,32,34.12
500338237206298,Justina Evered,justina.evered@gmail.com,No,29/11/2023,20:14:47,29/11/2023,22:15:04,2:00:17,2,0,0
598373278561578,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,17:18:14,29/11/2023,18:00:18,0:42:04,0.7,32,22.44
254541444580840,Jair Valencia,jair.valencia@gmail.com,No,29/11/2023,16:12:51,29/11/2023,16:33:00,0:20:09,0.34,0,0
315919481929876,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,16:11:54,29/11/2023,16:25:31,0:13:37,0.23,0,0
501217915226273,Arron Wolf,arron.wolf@gmail.com,Yes,29/11/2023,15:38:21,29/11/2023,16:46:51,1:08:30,1.14,18,20.55
452060162745890,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,15:33:49,29/11/2023,16:10:09,0:36:20,0.61,0,0
448606929176035,Mitch Morris,mitch.morris@gmail.com,No,29/11/2023,15:25:00,29/11/2023,19:36:08,4:11:08,4.19,0,0
795375601039420,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,14:04:32,29/11/2023,15:33:31,1:28:59,1.48,0,0
780174209477562,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,13:05:12,29/11/2023,17:18:10,4:12:58,4.22,32,134.92
722107931929495,Justina Evered,justina.evered@gmail.com,No,29/11/2023,12:44:51,29/11/2023,14:49:51,2:05:00,2.08,0,0
469537654897613,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,12:14:47,29/11/2023,12:16:03,0:01:16,0.02,0,0
896132292729288,Apolinar Benton,apolinar.benton@gmail.com,No,29/11/2023,12:14:34,29/11/2023,15:34:38,3:20:04,3.33,0,0
243563722361813,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,12:08:18,29/11/2023,12:09:36,0:01:18,0.02,0,0
866430817001319,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,12:06:50,29/11/2023,12:12:00,0:05:10,0.09,32,2.76
888157193910168,Cissy Esparza,cissy.esparza@gmail.com,No,29/11/2023,12:00:00,29/11/2023,13:33:27,1:33:27,1.56,0,0
813261662315644,Mitch Morris,mitch.morris@gmail.com,No,29/11/2023,12:00:00,29/11/2023,14:10:00,2:10:00,2.17,0,0
172972153231124,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,11:35:34,29/11/2023,12:06:46,0:31:12,0.52,32,16.64
542355346935828,Justina Evered,justina.evered@gmail.com,No,29/11/2023,11:30:00,29/11/2023,12:03:24,0:33:24,0.56,0,0
865266659789979,Apolinar Benton,apolinar.benton@gmail.com,No,29/11/2023,11:16:10,29/11/2023,12:14:22,0:58:12,0.97,0,0
417804925031318,Dora Millward,dora.millward@gmail.com,No,29/11/2023,10:57:14,29/11/2023,15:00:26,4:03:12,4.05,0,0
210670869422918,Cissy Esparza,cissy.esparza@gmail.com,No,29/11/2023,10:50:19,29/11/2023,12:00:00,1:09:41,1.16,0,0
442148031233171,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,10:02:55,29/11/2023,11:35:31,1:32:36,1.54,32,49.39
876326592304562,Dave Woodhams,dave.woodhams@gmail.com,Yes,29/11/2023,9:35:15,29/11/2023,9:51:19,0:16:04,0.27,32,8.57
627576615004803,Arron Wolf,arron.wolf@gmail.com,Yes,29/11/2023,8:55:07,29/11/2023,13:07:58,4:12:51,4.21,18,75.85
196574678060679,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,8:09:58,29/11/2023,11:22:33,3:12:35,3.21,0,0
379184141832532,Arron Wolf,arron.wolf@gmail.com,Yes,29/11/2023,7:44:20,29/11/2023,8:52:40,1:08:20,1.14,18,20.5
795325757631002,Jair Valencia,jair.valencia@gmail.com,No,29/11/2023,7:30:00,29/11/2023,16:21:38,8:51:38,8.86,0,0
311405926982398,Apolinar Benton,apolinar.benton@gmail.com,No,29/11/2023,6:30:57,29/11/2023,10:04:46,3:33:49,3.56,0,0
214967948315772,Ramona Sosa,ramona.sosa@gmail.com,No,29/11/2023,6:29:57,29/11/2023,14:03:32,7:33:35,7.56,0,0
906877788963460,Trista Coy,trista.coy@gmail.com,No,29/11/2023,6:11:06,29/11/2023,16:11:06,10:00:00,10,0,0
586973398410334,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,6:04:57,29/11/2023,8:09:41,2:04:44,2.08,0,0
875194496682282,Palmira Easom,palmira.easom@gmail.com,No,29/11/2023,6:03:03,29/11/2023,6:03:32,0:00:29,0.01,0,0
382410932307590,Ramona Sosa,ramona.sosa@gmail.com,No,29/11/2023,5:57:46,29/11/2023,6:29:42,0:31:56,0.53,0,0
982668486412658,Mary Zambrano,mary.zambrano@gmail.com,Yes,29/11/2023,5:10:00,29/11/2023,17:08:41,11:58:41,11.98,25,299.45
974808254337278,Mitch Morris,mitch.morris@gmail.com,No,29/11/2023,4:40:36,29/11/2023,6:01:55,1:21:19,1.36,0,0
666158618798153,Cissy Esparza,cissy.esparza@gmail.com,No,29/11/2023,3:16:09,29/11/2023,4:39:18,1:23:09,1.39,0,0
197007412625350,Arron Wolf,arron.wolf@gmail.com,Yes,28/11/2023,21:49:20,28/11/2023,22:50:46,1:01:26,1.02,18,18.43
260160744219957,Justina Evered,justina.evered@gmail.com,No,28/11/2023,19:11:27,28/11/2023,19:27:02,0:15:35,0.26,0,0
936899718868288,Mary Zambrano,mary.zambrano@gmail.com,Yes,28/11/2023,18:11:16,28/11/2023,18:20:57,0:09:41,0.16,25,4.03
310236971604468,Jair Valencia,jair.valencia@gmail.com,No,28/11/2023,16:51:13,28/11/2023,18:35:59,1:44:46,1.75,0,0
873609590946821,Mitch Morris,mitch.morris@gmail.com,No,28/11/2023,16:50:00,28/11/2023,19:00:00,2:10:00,2.17,0,0
203938698054710,Mary Zambrano,mary.zambrano@gmail.com,Yes,28/11/2023,16:10:00,28/11/2023,18:10:01,2:00:01,2,25,50.01
430523680396874,Dave Woodhams,dave.woodhams@gmail.com,Yes,28/11/2023,16:06:30,28/11/2023,16:57:50,0:51:20,0.86,32,27.38
466883034407387,Ramona Sosa,ramona.sosa@gmail.com,No,28/11/2023,14:15:24,28/11/2023,14:58:13,0:42:49,0.71,0,0
509555634155785,Apolinar Benton,apolinar.benton@gmail.com,No,28/11/2023,13:43:04,28/11/2023,15:22:23,1:39:19,1.66,0,0
173628618278548,Trista Coy,trista.coy@gmail.com,No,28/11/2023,13:27:49,28/11/2023,15:49:55,2:22:06,2.37,0,0
762527380451673,Concha Ryley,concha.ryley@gmail.com,No,28/11/2023,13:23:00,28/11/2023,13:53:00,0:30:00,0.5,0,0
145325111999324,Dave Woodhams,dave.woodhams@gmail.com,Yes,28/11/2023,12:58:48,28/11/2023,16:06:28,3:07:40,3.13,32,100.09
561179431254511,Dora Millward,dora.millward@gmail.com,No,28/11/2023,12:26:54,28/11/2023,16:11:40,3:44:46,3.75,0,0
216457949052254,Justina Evered,justina.evered@gmail.com,No,28/11/2023,12:16:45,28/11/2023,14:35:35,2:18:50,2.31,0,0
103055080003344,Trista Coy,trista.coy@gmail.com,No,28/11/2023,11:41:42,28/11/2023,11:48:06,0:06:24,0.11,0,0
376864609484987,Mary Zambrano,mary.zambrano@gmail.com,Yes,28/11/2023,11:40:27,28/11/2023,15:54:58,4:14:31,4.24,25,106.05
462602348034170,Mary Zambrano,mary.zambrano@gmail.com,Yes,28/11/2023,11:19:00,28/11/2023,11:40:12,0:21:12,0.35,25,8.83
240860523369991,Justina Evered,justina.evered@gmail.com,No,28/11/2023,11:18:22,28/11/2023,12:01:41,0:43:19,0.72,0,0
586887620507908,Apolinar Benton,apolinar.benton@gmail.com,No,28/11/2023,11:18:04,28/11/2023,13:42:59,2:24:55,2.42,0,0
878896969831883,Dave Woodhams,dave.woodhams@gmail.com,Yes,28/11/2023,11:02:21,28/11/2023,12:13:38,1:11:17,1.19,32,38.02
985210642683428,Dave Woodhams,dave.woodhams@gmail.com,Yes,28/11/2023,10:39:39,28/11/2023,11:02:18,0:22:39,0.38,32,12.08
217602737541817,Palmira Easom,palmira.easom@gmail.com,No,28/11/2023,10:32:57,28/11/2023,14:09:27,3:36:30,3.61,0,0
658856848130870,Arron Wolf,arron.wolf@gmail.com,Yes,28/11/2023,10:29:33,28/11/2023,13:25:30,2:55:57,2.93,18,52.79
378077631123179,Arron Wolf,arron.wolf@gmail.com,Yes,28/11/2023,8:51:40,28/11/2023,9:23:18,0:31:38,0.53,18,9.49
518742151682796,Dave Woodhams,dave.woodhams@gmail.com,Yes,28/11/2023,8:51:36,28/11/2023,10:39:36,1:48:00,1.8,32,57.6
469457229438703,Trista Coy,trista.coy@gmail.com,No,28/11/2023,8:29:42,28/11/2023,11:35:44,3:06:02,3.1,0,0
197627440902647,Trista Coy,trista.coy@gmail.com,No,28/11/2023,7:44:32,28/11/2023,8:29:14,0:44:42,0.75,0,0
682418875504218,Jair Valencia,jair.valencia@gmail.com,No,28/11/2023,7:30:00,28/11/2023,16:50:46,9:20:46,9.35,0,0
353050087780540,Apolinar Benton,apolinar.benton@gmail.com,No,28/11/2023,7:05:57,28/11/2023,10:01:42,2:55:45,2.93,0,0
165625408014009,Apolinar Benton,apolinar.benton@gmail.com,No,28/11/2023,7:00:00,28/11/2023,7:05:00,0:05:00,0.08,0,0
295595535265745,Mitch Morris,mitch.morris@gmail.com,No,28/11/2023,6:50:00,28/11/2023,10:00:00,3:10:00,3.17,0,0
105091507976510,Palmira Easom,palmira.easom@gmail.com,No,28/11/2023,6:43:30,28/11/2023,10:19:19,3:35:49,3.6,0,0
253381705323863,Arron Wolf,arron.wolf@gmail.com,Yes,28/11/2023,6:24:31,28/11/2023,8:04:08,1:39:37,1.66,18,29.89
332911621381762,Ramona Sosa,ramona.sosa@gmail.com,No,28/11/2023,6:00:00,28/11/2023,14:11:22,8:11:22,8.19,0,0
881736133152425,Mary Zambrano,mary.zambrano@gmail.com,Yes,28/11/2023,5:40:41,28/11/2023,10:42:28,5:01:47,5.03,25,125.74
146318738578349,Cissy Esparza,cissy.esparza@gmail.com,No,28/11/2023,0:18:18,28/11/2023,0:46:30,0:28:12,0.47,0,0
951403533167997,Trista Coy,trista.coy@gmail.com,No,27/11/2023,21:20:05,27/11/2023,21:25:48,0:05:43,0.1,0,0
832077144856013,Justina Evered,justina.evered@gmail.com,No,27/11/2023,20:46:46,27/11/2023,21:37:22,0:50:36,0.84,0,0
348937638776576,Palmira Easom,palmira.easom@gmail.com,Yes,27/11/2023,19:38:15,27/11/2023,21:01:36,1:23:21,1.39,25,34.73
933987963301776,Palmira Easom,palmira.easom@gmail.com,Yes,27/11/2023,19:16:00,27/11/2023,19:36:41,0:20:41,0.34,25,8.62
619225292616158,Dave Woodhams,dave.woodhams@gmail.com,Yes,27/11/2023,16:53:40,27/11/2023,18:53:38,1:59:58,2,32,63.98
924853382972333,Mitch Morris,mitch.morris@gmail.com,No,27/11/2023,16:50:00,27/11/2023,18:48:39,1:58:39,1.98,0,0
887694721355353,Dave Woodhams,dave.woodhams@gmail.com,Yes,27/11/2023,16:03:17,27/11/2023,16:53:38,0:50:21,0.84,32,26.85
408469199809846,Cissy Esparza,cissy.esparza@gmail.com,No,27/11/2023,15:02:29,27/11/2023,19:08:40,4:06:11,4.1,0,0
354317940016840,Mitch Morris,mitch.morris@gmail.com,No,27/11/2023,13:57:57,27/11/2023,15:44:22,1:46:25,1.77,0,0
